Study Name	Cu-110
3.800000E-9	-5.364944E-3
3.850000E-9	-5.382073E-3
3.900000E-9	-5.388925E-3
3.950000E-9	-5.378647E-3
4.000000E-9	-5.361518E-3
4.050000E-9	-5.330685E-3
4.100000E-9	-5.286148E-3
4.150000E-9	-5.245038E-3
4.200000E-9	-5.217631E-3
4.250000E-9	-5.179946E-3
4.300000E-9	-5.131983E-3
4.350000E-9	-5.101150E-3
4.400000E-9	-5.108002E-3
4.450000E-9	-5.121706E-3
4.500000E-9	-5.131983E-3
4.550000E-9	-5.162816E-3
4.600000E-9	-5.238186E-3
4.650000E-9	-5.303278E-3
4.700000E-9	-5.323833E-3
4.750000E-9	-5.330685E-3
4.800000E-9	-5.351240E-3
4.850000E-9	-5.364944E-3
4.900000E-9	-5.347814E-3
4.950000E-9	-5.316981E-3
5.000000E-9	-5.296426E-3
5.050000E-9	-5.289574E-3
5.100000E-9	-5.272445E-3
5.150000E-9	-5.231334E-3
5.200000E-9	-5.197075E-3
5.250000E-9	-5.203927E-3
5.300000E-9	-5.221057E-3
5.350000E-9	-5.193649E-3
5.400000E-9	-5.142261E-3
5.450000E-9	-5.118280E-3
5.500000E-9	-5.114854E-3
5.550000E-9	-5.111428E-3
5.600000E-9	-5.111428E-3
5.650000E-9	-5.135409E-3
5.700000E-9	-5.166242E-3
5.750000E-9	-5.207353E-3
5.800000E-9	-5.265593E-3
5.850000E-9	-5.320407E-3
5.900000E-9	-5.358092E-3
5.950000E-9	-5.406055E-3
6.000000E-9	-5.454017E-3
6.050000E-9	-5.488276E-3
6.100000E-9	-5.491702E-3
6.150000E-9	-5.460869E-3
6.200000E-9	-5.402629E-3
6.250000E-9	-5.334111E-3
6.300000E-9	-5.262167E-3
6.350000E-9	-5.183372E-3
6.400000E-9	-5.111428E-3
6.450000E-9	-5.056614E-3
6.500000E-9	-5.018929E-3
6.550000E-9	-4.998374E-3
6.600000E-9	-4.991522E-3
6.650000E-9	-4.977818E-3
6.700000E-9	-4.940134E-3
6.750000E-9	-4.912726E-3
6.800000E-9	-4.909301E-3
6.850000E-9	-4.888745E-3
6.900000E-9	-4.854486E-3
6.950000E-9	-4.847634E-3
7.000000E-9	-4.875042E-3
7.050000E-9	-4.912726E-3
7.100000E-9	-4.964115E-3
7.150000E-9	-5.039484E-3
7.200000E-9	-5.128557E-3
7.250000E-9	-5.217631E-3
7.300000E-9	-5.316981E-3
7.350000E-9	-5.433462E-3
7.400000E-9	-5.522535E-3
7.450000E-9	-5.567071E-3
7.500000E-9	-5.570497E-3
7.550000E-9	-5.560220E-3
7.600000E-9	-5.529387E-3
7.650000E-9	-5.440313E-3
7.700000E-9	-5.320407E-3
7.750000E-9	-5.238186E-3
7.800000E-9	-5.197075E-3
7.850000E-9	-5.101150E-3
7.900000E-9	-4.919578E-3
7.950000E-9	-4.840783E-3
8.000000E-9	-4.953837E-3
8.050000E-9	-5.025781E-3
8.100000E-9	-4.953837E-3
8.150000E-9	-5.001800E-3
8.200000E-9	-5.203927E-3
8.250000E-9	-5.286148E-3
8.300000E-9	-5.269019E-3
8.350000E-9	-5.344389E-3
8.400000E-9	-5.385499E-3
8.450000E-9	-5.368370E-3
8.500000E-9	-5.495128E-3
8.550000E-9	-5.608182E-3
8.600000E-9	-5.474572E-3
8.650000E-9	-5.406055E-3
8.700000E-9	-5.529387E-3
8.750000E-9	-5.460869E-3
8.800000E-9	-5.251890E-3
8.850000E-9	-5.306704E-3
8.900000E-9	-5.378647E-3
8.950000E-9	-5.169668E-3
9.000000E-9	-5.087447E-3
9.050000E-9	-5.310130E-3
9.100000E-9	-5.344389E-3
9.150000E-9	-5.108002E-3
9.200000E-9	-5.008651E-3
9.250000E-9	-5.080595E-3
9.300000E-9	-5.145687E-3
9.350000E-9	-5.245038E-3
9.400000E-9	-5.269019E-3
9.450000E-9	-5.094299E-3
9.500000E-9	-4.977818E-3
9.550000E-9	-5.015503E-3
9.600000E-9	-4.929856E-3
9.650000E-9	-4.741432E-3
9.700000E-9	-4.772265E-3
9.750000E-9	-4.912726E-3
9.800000E-9	-4.933282E-3
9.850000E-9	-4.960689E-3
9.900000E-9	-5.012077E-3
9.950000E-9	-4.960689E-3
1.000000E-8	-4.991522E-3
1.005000E-8	-5.193649E-3
1.010000E-8	-5.183372E-3
1.015000E-8	-4.902449E-3
1.020000E-8	-4.827079E-3
1.025000E-8	-4.988096E-3
1.030000E-8	-4.991522E-3
1.035000E-8	-4.892171E-3
1.040000E-8	-4.923004E-3
1.045000E-8	-4.926430E-3
1.050000E-8	-4.840783E-3
1.055000E-8	-4.871616E-3
1.060000E-8	-4.950411E-3
1.065000E-8	-4.929856E-3
1.070000E-8	-4.933282E-3
1.075000E-8	-5.001800E-3
1.080000E-8	-4.988096E-3
1.085000E-8	-4.919578E-3
1.090000E-8	-4.902449E-3
1.095000E-8	-4.861338E-3
1.100000E-8	-4.775691E-3
1.105000E-8	-4.717451E-3
1.110000E-8	-4.710599E-3
1.115000E-8	-4.765413E-3
1.120000E-8	-4.864764E-3
1.125000E-8	-4.864764E-3
1.130000E-8	-4.816801E-3
1.135000E-8	-4.970967E-3
1.140000E-8	-5.217631E-3
1.145000E-8	-5.241612E-3
1.150000E-8	-5.162816E-3
1.155000E-8	-5.275871E-3
1.160000E-8	-5.440313E-3
1.165000E-8	-5.440313E-3
1.170000E-8	-5.423184E-3
1.175000E-8	-5.505405E-3
1.180000E-8	-5.567071E-3
1.185000E-8	-5.587627E-3
1.190000E-8	-5.680126E-3
1.195000E-8	-5.892531E-3
1.200000E-8	-6.272805E-3
1.205000E-8	-6.892891E-3
1.210000E-8	-7.814455E-3
1.215000E-8	-9.133423E-3
1.220000E-8	-1.094572E-2
1.225000E-8	-1.326847E-2
1.230000E-8	-1.613252E-2
1.235000E-8	-1.956183E-2
1.240000E-8	-2.342966E-2
1.245000E-8	-2.755786E-2
1.250000E-8	-3.185393E-2
1.255000E-8	-3.609518E-2
1.260000E-8	-3.993560E-2
1.265000E-8	-4.328955E-2
1.270000E-8	-4.622211E-2
1.275000E-8	-4.858255E-2
1.280000E-8	-5.020642E-2
1.285000E-8	-5.126159E-2
1.290000E-8	-5.194677E-2
1.295000E-8	-5.224825E-2
1.300000E-8	-5.222427E-2
1.305000E-8	-5.216945E-2
1.310000E-8	-5.220029E-2
1.315000E-8	-5.220714E-2
1.320000E-8	-5.212492E-2
1.325000E-8	-5.193992E-2
1.330000E-8	-5.154937E-2
1.335000E-8	-5.084363E-2
1.340000E-8	-4.971994E-2
1.345000E-8	-4.803783E-2
1.350000E-8	-4.578360E-2
1.355000E-8	-4.307372E-2
1.360000E-8	-3.996643E-2
1.365000E-8	-3.655425E-2
1.370000E-8	-3.308725E-2
1.375000E-8	-2.975043E-2
1.380000E-8	-2.663972E-2
1.385000E-8	-2.394355E-2
1.390000E-8	-2.180579E-2
1.395000E-8	-2.015109E-2
1.400000E-8	-1.892804E-2
1.405000E-8	-1.825657E-2
1.410000E-8	-1.807157E-2
1.415000E-8	-1.812981E-2
1.420000E-8	-1.836620E-2
1.425000E-8	-1.883554E-2
1.430000E-8	-1.939739E-2
1.435000E-8	-1.991813E-2
1.440000E-8	-2.048682E-2
1.445000E-8	-2.116515E-2
1.450000E-8	-2.188116E-2
1.455000E-8	-2.261430E-2
1.460000E-8	-2.344337E-2
1.465000E-8	-2.435808E-2
1.470000E-8	-2.526251E-2
1.475000E-8	-2.611213E-2
1.480000E-8	-2.688981E-2
1.485000E-8	-2.753388E-2
1.490000E-8	-2.795184E-2
1.495000E-8	-2.807517E-2
1.500000E-8	-2.790387E-2
1.505000E-8	-2.743110E-2
1.510000E-8	-2.664315E-2
1.515000E-8	-2.560510E-2
1.520000E-8	-2.439234E-2
1.525000E-8	-2.302198E-2
1.530000E-8	-2.154885E-2
1.535000E-8	-2.011340E-2
1.540000E-8	-1.878416E-2
1.545000E-8	-1.753713E-2
1.550000E-8	-1.639974E-2
1.555000E-8	-1.547475E-2
1.560000E-8	-1.474503E-2
1.565000E-8	-1.411467E-2
1.570000E-8	-1.354940E-2
1.575000E-8	-1.309033E-2
1.580000E-8	-1.271005E-2
1.585000E-8	-1.236061E-2
1.590000E-8	-1.204200E-2
1.595000E-8	-1.179877E-2
1.600000E-8	-1.164803E-2
1.605000E-8	-1.159664E-2
1.610000E-8	-1.164460E-2
1.615000E-8	-1.180562E-2
1.620000E-8	-1.208997E-2
1.625000E-8	-1.248394E-2
1.630000E-8	-1.298070E-2
1.635000E-8	-1.357338E-2
1.640000E-8	-1.420717E-2
1.645000E-8	-1.481355E-2
1.650000E-8	-1.535141E-2
1.655000E-8	-1.579335E-2
1.660000E-8	-1.611539E-2
1.665000E-8	-1.630724E-2
1.670000E-8	-1.637233E-2
1.675000E-8	-1.631409E-2
1.680000E-8	-1.614965E-2
1.685000E-8	-1.589956E-2
1.690000E-8	-1.555354E-2
1.695000E-8	-1.512873E-2
1.700000E-8	-1.469022E-2
1.705000E-8	-1.425855E-2
1.710000E-8	-1.379949E-2
1.715000E-8	-1.331643E-2
1.720000E-8	-1.282653E-2
1.725000E-8	-1.232293E-2
1.730000E-8	-1.180562E-2
1.735000E-8	-1.129173E-2
1.740000E-8	-1.078813E-2
1.745000E-8	-1.030165E-2
1.750000E-8	-9.849434E-3
1.755000E-8	-9.455457E-3
1.760000E-8	-9.129997E-3
1.765000E-8	-8.849074E-3
1.770000E-8	-8.616114E-3
1.775000E-8	-8.485930E-3
1.780000E-8	-8.461949E-3
1.785000E-8	-8.489356E-3
1.790000E-8	-8.561299E-3
1.795000E-8	-8.725742E-3
1.800000E-8	-8.934721E-3
1.805000E-8	-9.116294E-3
1.810000E-8	-9.304718E-3
1.815000E-8	-9.534252E-3
1.820000E-8	-9.760361E-3
1.825000E-8	-9.965914E-3
1.830000E-8	-1.017489E-2
1.835000E-8	-1.034619E-2
1.840000E-8	-1.045924E-2
1.845000E-8	-1.057230E-2
1.850000E-8	-1.068878E-2
1.855000E-8	-1.073674E-2
1.860000E-8	-1.074359E-2
1.865000E-8	-1.074017E-2
1.870000E-8	-1.069220E-2
1.875000E-8	-1.060998E-2
1.880000E-8	-1.053119E-2
1.885000E-8	-1.042156E-2
1.890000E-8	-1.026739E-2
1.895000E-8	-1.010638E-2
1.900000E-8	-9.941933E-3
1.905000E-8	-9.732954E-3
1.910000E-8	-9.520549E-3
1.915000E-8	-9.321847E-3
1.920000E-8	-9.099164E-3
1.925000E-8	-8.842222E-3
1.930000E-8	-8.581855E-3
1.935000E-8	-8.294080E-3
1.940000E-8	-7.975472E-3
1.945000E-8	-7.677420E-3
1.950000E-8	-7.410200E-3
1.955000E-8	-7.156684E-3
1.960000E-8	-6.944279E-3
1.965000E-8	-6.793540E-3
1.970000E-8	-6.694189E-3
1.975000E-8	-6.659930E-3
1.980000E-8	-6.704467E-3
1.985000E-8	-6.796966E-3
1.990000E-8	-6.937427E-3
1.995000E-8	-7.139555E-3
2.000000E-8	-7.372515E-3
2.005000E-8	-7.608902E-3
2.010000E-8	-7.838437E-3
2.015000E-8	-8.054268E-3
2.020000E-8	-8.242692E-3
2.025000E-8	-8.400283E-3
2.030000E-8	-8.523615E-3
2.035000E-8	-8.609262E-3
2.040000E-8	-8.660650E-3
2.045000E-8	-8.677780E-3
2.050000E-8	-8.657224E-3
2.055000E-8	-8.602410E-3
2.060000E-8	-8.527040E-3
2.065000E-8	-8.410560E-3
2.070000E-8	-8.242692E-3
2.075000E-8	-8.054268E-3
2.080000E-8	-7.876121E-3
2.085000E-8	-7.687697E-3
2.090000E-8	-7.465015E-3
2.095000E-8	-7.225202E-3
2.100000E-8	-7.005945E-3
2.105000E-8	-6.827799E-3
2.110000E-8	-6.670208E-3
2.115000E-8	-6.533172E-3
2.120000E-8	-6.440673E-3
2.125000E-8	-6.402989E-3
2.130000E-8	-6.365304E-3
2.135000E-8	-6.307064E-3
2.140000E-8	-6.276231E-3
2.145000E-8	-6.265953E-3
2.150000E-8	-6.238546E-3
2.155000E-8	-6.194009E-3
2.160000E-8	-6.163176E-3
2.165000E-8	-6.149473E-3
2.170000E-8	-6.159750E-3
2.175000E-8	-6.204287E-3
2.180000E-8	-6.265953E-3
2.185000E-8	-6.351600E-3
2.190000E-8	-6.492062E-3
2.195000E-8	-6.670208E-3
2.200000E-8	-6.844928E-3
2.205000E-8	-7.026501E-3
2.210000E-8	-7.211499E-3
2.215000E-8	-7.351960E-3
2.220000E-8	-7.454737E-3
2.225000E-8	-7.540384E-3
2.230000E-8	-7.588347E-3
2.235000E-8	-7.588347E-3
2.240000E-8	-7.554088E-3
2.245000E-8	-7.488996E-3
2.250000E-8	-7.386219E-3
2.255000E-8	-7.276591E-3
2.260000E-8	-7.156684E-3
2.265000E-8	-7.009371E-3
2.270000E-8	-6.862058E-3
2.275000E-8	-6.721596E-3
2.280000E-8	-6.574283E-3
2.285000E-8	-6.420118E-3
2.290000E-8	-6.269379E-3
2.295000E-8	-6.111788E-3
2.300000E-8	-5.957623E-3
2.305000E-8	-5.827439E-3
2.310000E-8	-5.690403E-3
2.315000E-8	-5.563646E-3
2.320000E-8	-5.467721E-3
2.325000E-8	-5.392351E-3
2.330000E-8	-5.334111E-3
2.335000E-8	-5.323833E-3
2.340000E-8	-5.358092E-3
2.345000E-8	-5.399203E-3
2.350000E-8	-5.471146E-3
2.355000E-8	-5.587627E-3
2.360000E-8	-5.707533E-3
2.365000E-8	-5.813735E-3
2.370000E-8	-5.937068E-3
2.375000E-8	-6.074103E-3
2.380000E-8	-6.183732E-3
2.385000E-8	-6.272805E-3
2.390000E-8	-6.351600E-3
2.395000E-8	-6.409840E-3
2.400000E-8	-6.430396E-3
2.405000E-8	-6.399563E-3
2.410000E-8	-6.344748E-3
2.415000E-8	-6.313915E-3
2.420000E-8	-6.289934E-3
2.425000E-8	-6.228268E-3
2.430000E-8	-6.142621E-3
2.435000E-8	-6.070677E-3
2.440000E-8	-5.988456E-3
2.445000E-8	-5.868550E-3
2.450000E-8	-5.769199E-3
2.455000E-8	-5.717811E-3
2.460000E-8	-5.652719E-3
2.465000E-8	-5.556794E-3
2.470000E-8	-5.454017E-3
2.475000E-8	-5.358092E-3
2.480000E-8	-5.279297E-3
2.485000E-8	-5.248464E-3
2.490000E-8	-5.221057E-3
2.495000E-8	-5.155965E-3
2.500000E-8	-5.114854E-3
2.505000E-8	-5.138835E-3
2.510000E-8	-5.166242E-3
2.515000E-8	-5.179946E-3
2.520000E-8	-5.217631E-3
2.525000E-8	-5.269019E-3
2.530000E-8	-5.320407E-3
2.535000E-8	-5.402629E-3
2.540000E-8	-5.508831E-3
2.545000E-8	-5.594479E-3
2.550000E-8	-5.683552E-3
2.555000E-8	-5.800032E-3
2.560000E-8	-5.913086E-3
2.565000E-8	-6.019289E-3
2.570000E-8	-6.125491E-3
2.575000E-8	-6.190583E-3
2.580000E-8	-6.190583E-3
2.585000E-8	-6.152899E-3
2.590000E-8	-6.084381E-3
2.595000E-8	-5.971326E-3
2.600000E-8	-5.834291E-3
2.605000E-8	-5.686978E-3
2.610000E-8	-5.519109E-3
2.615000E-8	-5.340963E-3
2.620000E-8	-5.179946E-3
2.625000E-8	-5.049762E-3
2.630000E-8	-4.960689E-3
2.635000E-8	-4.923004E-3
2.640000E-8	-4.905875E-3
2.645000E-8	-4.923004E-3
2.650000E-8	-4.991522E-3
2.655000E-8	-5.080595E-3
2.660000E-8	-5.131983E-3
2.665000E-8	-5.145687E-3
2.670000E-8	-5.131983E-3
2.675000E-8	-5.080595E-3
2.680000E-8	-5.001800E-3
2.685000E-8	-4.905875E-3
2.690000E-8	-4.768839E-3
2.695000E-8	-4.621526E-3
2.700000E-8	-4.539304E-3
2.705000E-8	-4.508471E-3
2.710000E-8	-4.487916E-3
2.715000E-8	-4.529027E-3
2.720000E-8	-4.659211E-3
2.725000E-8	-4.806524E-3
2.730000E-8	-4.946985E-3
2.735000E-8	-5.128557E-3
2.740000E-8	-5.323833E-3
2.745000E-8	-5.474572E-3
2.750000E-8	-5.597904E-3
2.755000E-8	-5.710959E-3
2.760000E-8	-5.789754E-3
2.765000E-8	-5.834291E-3
2.770000E-8	-5.882253E-3
2.775000E-8	-5.909660E-3
2.780000E-8	-5.899383E-3
2.785000E-8	-5.892531E-3
2.790000E-8	-5.899383E-3
2.795000E-8	-5.865124E-3
2.800000E-8	-5.817161E-3
2.805000E-8	-5.793180E-3
2.810000E-8	-5.752069E-3
2.815000E-8	-5.662996E-3
2.820000E-8	-5.567071E-3
2.825000E-8	-5.471146E-3
2.830000E-8	-5.354666E-3
2.835000E-8	-5.251890E-3
2.840000E-8	-5.169668E-3
2.845000E-8	-5.063466E-3
2.850000E-8	-4.946985E-3
2.855000E-8	-4.851060E-3
2.860000E-8	-4.741432E-3
2.865000E-8	-4.611248E-3
2.870000E-8	-4.498194E-3
2.875000E-8	-4.412546E-3
2.880000E-8	-4.350880E-3
2.885000E-8	-4.330325E-3
2.890000E-8	-4.350880E-3
2.895000E-8	-4.398843E-3
2.900000E-8	-4.498194E-3
2.905000E-8	-4.635229E-3
2.910000E-8	-4.765413E-3
2.915000E-8	-4.902449E-3
2.920000E-8	-5.063466E-3
2.925000E-8	-5.203927E-3
2.930000E-8	-5.313556E-3
2.935000E-8	-5.426610E-3
2.940000E-8	-5.519109E-3
2.945000E-8	-5.549942E-3
2.950000E-8	-5.553368E-3
2.955000E-8	-5.553368E-3
2.960000E-8	-5.543090E-3
2.965000E-8	-5.508831E-3
2.970000E-8	-5.474572E-3
2.975000E-8	-5.447165E-3
2.980000E-8	-5.423184E-3
2.985000E-8	-5.392351E-3
2.990000E-8	-5.358092E-3
2.995000E-8	-5.320407E-3
3.000000E-8	-5.258741E-3
3.005000E-8	-5.166242E-3
3.010000E-8	-5.084021E-3
3.015000E-8	-5.032633E-3
3.020000E-8	-4.964115E-3
3.025000E-8	-4.864764E-3
3.030000E-8	-4.782543E-3
3.035000E-8	-4.727728E-3
3.040000E-8	-4.666062E-3
3.045000E-8	-4.597545E-3
3.050000E-8	-4.539304E-3
3.055000E-8	-4.501620E-3
3.060000E-8	-4.498194E-3
3.065000E-8	-4.529027E-3
3.070000E-8	-4.573563E-3
3.075000E-8	-4.638655E-3
3.080000E-8	-4.741432E-3
3.085000E-8	-4.844209E-3
3.090000E-8	-4.919578E-3
3.095000E-8	-5.001800E-3
3.100000E-8	-5.094299E-3
3.105000E-8	-5.149113E-3
3.110000E-8	-5.166242E-3
3.115000E-8	-5.193649E-3
3.120000E-8	-5.210779E-3
3.125000E-8	-5.183372E-3
3.130000E-8	-5.125132E-3
3.135000E-8	-5.077169E-3
3.140000E-8	-5.042910E-3
3.145000E-8	-5.015503E-3
3.150000E-8	-5.012077E-3
3.155000E-8	-5.039484E-3
3.160000E-8	-5.094299E-3
3.165000E-8	-5.173094E-3
3.170000E-8	-5.251890E-3
3.175000E-8	-5.310130E-3
3.180000E-8	-5.340963E-3
3.185000E-8	-5.320407E-3
3.190000E-8	-5.227908E-3
3.195000E-8	-5.094299E-3
3.200000E-8	-4.950411E-3
3.205000E-8	-4.789394E-3
3.210000E-8	-4.611248E-3
3.215000E-8	-4.433102E-3
3.220000E-8	-4.278937E-3
3.225000E-8	-4.183012E-3
3.230000E-8	-4.159031E-3
3.235000E-8	-4.179586E-3
3.240000E-8	-4.248104E-3
3.245000E-8	-4.378288E-3
3.250000E-8	-4.532453E-3
3.255000E-8	-4.679766E-3
3.260000E-8	-4.837357E-3
3.265000E-8	-4.991522E-3
3.270000E-8	-5.077169E-3
3.275000E-8	-5.114854E-3
3.280000E-8	-5.169668E-3
3.285000E-8	-5.207353E-3
3.290000E-8	-5.186798E-3
3.295000E-8	-5.166242E-3
3.300000E-8	-5.162816E-3
3.305000E-8	-5.142261E-3
3.310000E-8	-5.108002E-3
3.315000E-8	-5.094299E-3
3.320000E-8	-5.090873E-3
3.325000E-8	-5.084021E-3
3.330000E-8	-5.053188E-3
3.335000E-8	-5.008651E-3
3.340000E-8	-4.957263E-3
3.345000E-8	-4.892171E-3
3.350000E-8	-4.816801E-3
3.355000E-8	-4.744858E-3
3.360000E-8	-4.683192E-3
3.365000E-8	-4.631803E-3
3.370000E-8	-4.607822E-3
3.375000E-8	-4.614674E-3
3.380000E-8	-4.621526E-3
3.385000E-8	-4.635229E-3
3.390000E-8	-4.672914E-3
3.395000E-8	-4.714025E-3
3.400000E-8	-4.734580E-3
3.405000E-8	-4.758561E-3
3.410000E-8	-4.785968E-3
3.415000E-8	-4.799672E-3
3.420000E-8	-4.792820E-3
3.425000E-8	-4.768839E-3
3.430000E-8	-4.734580E-3
3.435000E-8	-4.727728E-3
3.440000E-8	-4.741432E-3
3.445000E-8	-4.731154E-3
3.450000E-8	-4.690044E-3
3.455000E-8	-4.683192E-3
3.460000E-8	-4.696895E-3
3.465000E-8	-4.666062E-3
3.470000E-8	-4.624952E-3
3.475000E-8	-4.621526E-3
3.480000E-8	-4.604396E-3
3.485000E-8	-4.553008E-3
3.490000E-8	-4.525601E-3
3.495000E-8	-4.525601E-3
3.500000E-8	-4.515323E-3
3.505000E-8	-4.535878E-3
3.510000E-8	-4.600970E-3
3.515000E-8	-4.652359E-3
3.520000E-8	-4.710599E-3
3.525000E-8	-4.830505E-3
3.530000E-8	-4.946985E-3
3.535000E-8	-5.022355E-3
3.540000E-8	-5.111428E-3
3.545000E-8	-5.200501E-3
3.550000E-8	-5.227908E-3
3.555000E-8	-5.217631E-3
3.560000E-8	-5.193649E-3
3.565000E-8	-5.125132E-3
3.570000E-8	-5.036058E-3
3.575000E-8	-4.984670E-3
3.580000E-8	-4.933282E-3
3.585000E-8	-4.864764E-3
3.590000E-8	-4.833931E-3
3.595000E-8	-4.830505E-3
3.600000E-8	-4.813376E-3
3.605000E-8	-4.792820E-3
3.610000E-8	-4.785968E-3
3.615000E-8	-4.765413E-3
3.620000E-8	-4.748284E-3
3.625000E-8	-4.738006E-3
3.630000E-8	-4.693469E-3
3.635000E-8	-4.621526E-3
3.640000E-8	-4.573563E-3
3.645000E-8	-4.532453E-3
3.650000E-8	-4.481064E-3
3.655000E-8	-4.457083E-3
3.660000E-8	-4.467361E-3
3.665000E-8	-4.494768E-3
3.670000E-8	-4.566712E-3
3.675000E-8	-4.683192E-3
3.680000E-8	-4.792820E-3
3.685000E-8	-4.875042E-3
3.690000E-8	-4.950411E-3
3.695000E-8	-4.998374E-3
3.700000E-8	-5.022355E-3
3.705000E-8	-5.049762E-3
3.710000E-8	-5.056614E-3
3.715000E-8	-5.025781E-3
3.720000E-8	-4.991522E-3
3.725000E-8	-4.970967E-3
3.730000E-8	-4.950411E-3
3.735000E-8	-4.933282E-3
3.740000E-8	-4.940134E-3
3.745000E-8	-4.960689E-3
3.750000E-8	-4.984670E-3
3.755000E-8	-5.012077E-3
3.760000E-8	-5.025781E-3
3.765000E-8	-5.036058E-3
3.770000E-8	-5.046336E-3
3.775000E-8	-5.025781E-3
3.780000E-8	-4.967541E-3
3.785000E-8	-4.909301E-3
3.790000E-8	-4.861338E-3
3.795000E-8	-4.782543E-3
3.800000E-8	-4.690044E-3
3.805000E-8	-4.642081E-3
3.810000E-8	-4.628378E-3
3.815000E-8	-4.638655E-3
3.820000E-8	-4.700321E-3
3.825000E-8	-4.789394E-3
3.830000E-8	-4.857912E-3
3.835000E-8	-4.933282E-3
3.840000E-8	-5.022355E-3
3.845000E-8	-5.077169E-3
3.850000E-8	-5.101150E-3
3.855000E-8	-5.125132E-3
3.860000E-8	-5.125132E-3
3.865000E-8	-5.087447E-3
3.870000E-8	-5.029207E-3
3.875000E-8	-4.964115E-3
3.880000E-8	-4.909301E-3
3.885000E-8	-4.905875E-3
3.890000E-8	-4.926430E-3
3.895000E-8	-4.940134E-3
3.900000E-8	-4.981244E-3
3.905000E-8	-5.056614E-3
3.910000E-8	-5.114854E-3
3.915000E-8	-5.152539E-3
3.920000E-8	-5.197075E-3
3.925000E-8	-5.203927E-3
3.930000E-8	-5.159390E-3
3.935000E-8	-5.090873E-3
3.940000E-8	-4.998374E-3
3.945000E-8	-4.878468E-3
3.950000E-8	-4.785968E-3
3.955000E-8	-4.741432E-3
3.960000E-8	-4.693469E-3
3.965000E-8	-4.628378E-3
3.970000E-8	-4.590693E-3
3.975000E-8	-4.594119E-3
3.980000E-8	-4.600970E-3
3.985000E-8	-4.594119E-3
3.990000E-8	-4.583841E-3
3.995000E-8	-4.573563E-3
4.000000E-8	-4.559860E-3
4.005000E-8	-4.518749E-3
4.010000E-8	-4.463935E-3
4.015000E-8	-4.415972E-3
4.020000E-8	-4.371436E-3
4.025000E-8	-4.313196E-3
4.030000E-8	-4.258381E-3
4.035000E-8	-4.234400E-3
4.040000E-8	-4.227548E-3
4.045000E-8	-4.213845E-3
4.050000E-8	-4.206993E-3
4.055000E-8	-4.234400E-3
4.060000E-8	-4.289214E-3
